movieId;mdbId;mdbId
2310;119670;821
2311;086837;437
2312;090830;890
2313;080678;955
2314;120603;9437
2315;144120;1932
2316;120791;435
2318;147612;0683
2320;118636;445
2321;120789;657
2322;120157;425
2323;150230;2326
2324;118799;37
2325;124819;675
2327;100740;0701
2328;120877;945
2329;120586;3
2330;116481;8603
2331;120722;6889
2332;158493;2888
2333;120684;033
2334;133952;882
2335;120484;0663
2336;127536;518
2337;120879;808
2338;130018;600
2339;155753;7037
2340;119643;97
2342;116488;1589
2344;089941;1893
2346;073747;2223
2347;087932;2081
2348;091954;4924
2349;091538;0002
2350;099750;1817
2351;050783;9426
2352;085244;2560
2353;120660;798
2354;134067;4444
2355;120623;487
2356;120533;466
2357;140888;66
2358;120070;042
2359;166396;0162
2360;154420;09
2361;069089;92
2362;045826;4018
2363;047034;678
2364;087344;9256
2365;056142;680
2366;024216;44
2367;074751;0730
2368;091344;1947
2369;089017;130
2370;089087;1532
2371;089155;749
2372;097366;4628
2373;089893;626
2374;091159;3698
2375;091541;0466
2376;090264;07
2377;089489;1954
2378;087928;336
2379;089822;0157
2380;091777;2118
2381;093756;0587
2382;095882;1825
2383;098105;1895
2384;120595;447
2385;119304;2257
2387;124198;0029
2388;119248;7104
2389;155975;1252
2390;147004;545
2391;120324;0223
2392;141109;745
2393;120844;00
2394;120794;837
2395;128445;1545
2396;138097;934
2398;039628;1881
2399;089961;3764
2400;098115;4951
2401;089767;879
2402;089880;369
2403;083944;368
2404;095956;370
2405;089370;0303
2406;088011;326
2407;088933;0328
2408;094890;1285
2409;079817;367
2410;084602;371
2411;089927;374
2412;100507;375
2413;088930;5196
2414;090357;1904
2415;092173;15875
2416;090685;5596
2417;091188;3818
2418;091653;9968
2419;091024;4326
2420;087538;885
2421;091326;856
2422;097647;0495
2423;097958;825
2424;128853;489
2425;120706;6885
2427;120863;741
2428;133751;276
2429;120751;822
2430;041650;9314
2431;129290;0312
2432;120686;441
2433;120633;422
2435;119336;4525
2436;120857;0368
2439;118564;1662
2442;150915;6992
2443;145734;25
2445;132512;5556
2446;120710;8902
2447;139699;4709
2448;120458;423
2450;091225;0658
2451;093075;917
2453;090768;4086
2454;051622;1815
2455;091064;426
2456;097368;0344
2457;091875;5698
2458;090660;620
2459;072271;0497
2460;092076;6337
2462;110978;6780
2463;091877;2151
2465;090917;3278
2467;091605;92
2468;091306;0945
2469;091738;0013
2470;090555;671
2471;092493;396
2472;092105;1038
2473;091991;2278
2474;090863;1873
2475;090567;8588
2476;091187;0015
2477;091055;2715
2478;092086;388
2481;151691;129
2482;149151;618
2483;112922;0722
2485;160862;0314
2488;054167;1167
2490;120784;112
2491;145893;6172
2492;138987;11794
2493;128133;524
2494;174852;0595
2495;070544;6306
2496;124298;1622
2497;139462;0207
2498;120764;849
2500;155776;8892
2501;132477;3466
2502;151804;542
2503;156901;3978
2504;137338;5256
2505;134273;224
2506;123209;8417
2511;070334;847
2512;084390;2113
2513;098084;913
2514;105128;0906
2515;106557;5748
2516;109415;5749
2517;085333;769
2518;084412;4742
2520;065377;0671
2521;071110;7932
2522;075648;227
2523;076636;0670
2524;072308;919
2525;080354;3518
2526;079550;0160
2527;070909;362
2528;074812;0803
2529;063442;71
2530;065462;685
2531;069768;705
2532;068408;688
2533;067065;687
2534;077189;66680
2535;071455;1123
2537;078856;1638
2538;175550;13286
2539;122933;535
2540;142192;455
2541;139134;96
2542;120735;00
2544;157208;7936
2546;120646;0943
2548;144814;341
2549;131646;0350
2550;057129;1772
2551;094964;540
2552;107626;1503
2553;054443;1773
2554;056931;0202
2555;118665;2345
2557;157016;567
2558;141098;641
2559;160429;7288
2560;129332;0212
2561;139668;0354
2563;118892;583
2565;049408;6520
2566;187819;6508
2567;131369;1374
2568;120757;6379
2570;120613;8029
2571;133093;03
2572;147800;951
2573;120274;5749
2574;129280;970
2575;120449;840
2577;119665;0950
2579;154506;1660
2580;139239;430
2581;151738;1355
2582;105399;8764
2583;126250;465
2585;133363;414
2586;119219;9981
2587;123964;522
2589;143261;14719
2590;136244;0209
2593;110570;2826
2594;125659;902
2596;133189;396
2597;120836;9964
2598;120797;2596
2599;126886;451
2600;120907;946
2605;137494;844
2606;138510;552
2607;162973;4584
2609;115669;5471
2611;155388;8519
2612;037913;309
2613;087799;8462
2614;090837;8941
2615;089652;8252
2616;099422;592
2617;120616;64
2618;118826;3852
2620;120865;5232
2622;140379;0210
2623;160298;3862
2624;165078;7962
2625;115693;460
2628;120915;893
2629;166252;1342
2630;149723;4297
2632;059643;785
2633;023245;5849
2634;053085;8990
2639;082766;5660
2640;078346;924
2641;081573;536
2642;086393;531
2643;094074;1411
2644;021814;38
2648;021884;035
2651;035899;076
2652;050280;079
2654;034398;3666
2655;089308;9794
2656;048696;077
2657;073629;6685
2659;084156;0168
2660;044121;0785
2661;045920;9483
2662;046534;974
2664;049366;1549
2665;049169;8158
2668;084745;7918
2669;053183;7305
2670;052151;8784
2671;125439;09
2672;139809;090
2674;126859;5059
2676;128278;2117
2677;186508;1779
2681;141105;3533
2682;164085;2676
2683;145660;17
2686;120802;4283
2687;120855;7135
2688;144214;275
2690;122541;4137
2691;120731;0376
2692;130827;04
2693;120370;5800
2694;142342;032
2695;139898;3821
2696;119038;421
2697;119743;5955
2698;120554;7067
2699;099052;488
2700;158983;473
2701;120891;487
2702;162677;0279
2706;163651;105
2707;137363;073
2708;137439;0239
2709;158811;0208
2710;185937;667
2712;120663;45
2713;139414;825
2716;087332;20
2717;097428;978
2718;157503;0490
2719;171363;1618
2720;141369;32
2722;149261;914
2723;132347;824
2724;163187;806
2725;162830;3430
2726;049406;47
2727;048254;0056
2728;054331;67
2729;056193;02
2730;072684;175
2731;053198;47
2732;055032;628
2733;096378;1185
2734;091557;1120
2735;091129;0136
2736;090774;2060
2737;092585;8686
2738;090886;8259
2739;088939;73
2740;091343;8660
2741;091637;6789
2742;092068;934
2743;091613;08312
2744;091699;98469
2745;091530;1416
2746;091419;0776
2747;054033;4452
2748;092534;710
2749;091554;1924
2750;093818;0890
2751;093051;4081
2752;093690;0242
2754;092850;6194
2757;083967;526
2759;144168;6406
2761;129167;0386
2762;167404;45
2763;155267;13
2764;063688;12
2765;122515;2229
2766;168449;7323
2769;138946;9457
2770;131325;1353
2771;120620;7707
2772;165710;781
2774;168987;8212
2775;138487;3817
2779;077663;2185
2782;055304;8501
2784;058333;5319
2786;091178;4103
2787;088889;0552
2788;066765;267
2789;077394;0766
2790;082377;0768
2791;080339;13
2792;083530;665
2793;118604;406
2794;089670;1418
2795;085995;1153
2796;095188;4170
2797;094737;280
2798;100419;1077
2799;102719;8597
2800;104740;2611
2801;119843;9780
2802;096244;0396
2803;107798;944
2804;085334;50
2805;130121;0154
2806;133046;0342
2807;176269;0366
2808;105698;349
2810;156887;0494
2812;160401;2314
2813;181833;1679
2815;091278;1037
2816;095382;1955
2817;103617;038
2818;113438;8737
2819;073802;1963
2820;058175;41489
2822;104839;096
2824;181733;13273
2826;120657;911
2827;138304;900
2828;160236;7709
2829;164108;7718
2835;163579;162
2836;125971;4578
2837;126810;0694
2839;157183;9184
2840;145531;0307
2841;164181;1601
2843;118843;075
2844;151582;1719
2846;097050;7951
2847;031762;3832
2848;045251;7697
2851;081454;
2852;088146;6522
2856;059297;8295
2857;063823;2105
2858;169547;4
2859;088178;4128
2860;181316;1001
2861;126916;0390
2862;080491;453
2863;058182;04
2865;173390;42132
2866;077280;4153
2867;089175;1797
2868;097390;8086
2870;061385;7887
2871;068473;0669
2872;082348;1527
2874;050814;0867
2875;108185;049
2876;111419;8032
2877;073812;1326
2878;082511;8377
2879;099558;0975
2880;091431;0974
2881;150377;0398
2882;120716;290
2883;140397;4071
2884;129884;2994
2885;160338;0994
2886;159421;6112
2887;168172;2305
2888;164114;4429
2889;134618;5198
2890;120188;415
2891;162360;4066
2892;133122;1430
2893;134033;0381
2894;194314;71982
2896;060095;0285
2897;087188;622
2898;106664;0349
2899;031397;2518
2900;095652;9787
2901;079714;638
2902;086154;0576
2903;091799;2662
2905;056443;1712
2906;156934;2618
2907;167427;3824
2908;171804;26
2912;165854;0388
2915;086200;346
2916;100802;61
2917;082089;4412
2918;091042;377
2919;086617;1541
2921;068699;1901
2922;061747;929
2924;080179;1230
2925;065571;416
2926;095270;1054
2927;037558;51
2928;087980;4453
2929;082979;8254
2930;176093;6235
2931;097223;0123
2932;077405;6642
2935;033804;086
2936;034240;6305
2937;035169;2255
2939;046126;9997
2940;038559;767
2941;052225;7352
2942;085549;35
2943;104507;731
2944;061578;654
2946;059260;4831
2947;058150;58
2948;057076;57
2949;055928;46
2950;080453;689
2951;058461;91
2952;119256;052
2953;104431;72
2956;094008;1650
2959;137523;50
2961;160916;2220
2962;119114;610
2964;192194;2881
2965;203408;9064
2966;166896;04
2967;048977;2196
2968;081633;6819
2969;061138;2726
2970;083946;343
2971;078754;6858
2972;093206;2006
2973;097123;1562
2974;200469;0496
2975;168501;6162
2976;163988;649
2977;142201;1306
2978;144640;0563
2979;172627;4484
2982;099710;2043
2983;059319;5247
2984;067527;9251
2985;093870;548
2986;100502;549
2987;096438;56
2988;081150;8772
2989;082398;99
2990;097742;09
2991;070328;53
2992;091829;3511
2993;059800;60
2995;185371;1377
2996;166943;6149
2997;120601;92
3000;119698;28
3002;200849;672
3003;170705;056
3004;120596;020
3005;145681;481
3006;140352;008
3007;181288;4242
3008;156729;6129
3010;200071;1489
3011;065088;8145
3013;099180;8111
3014;082121;1361
3015;077355;1223
3016;083767;6281
3017;092796;6288
3018;089885;694
3019;097240;76
3020;106856;7094
3021;082427;3555
3022;017925;61
3024;078087;4831
3028;061407;5560
3029;082817;1610
3030;055630;1878
3031;100475;1510
3032;067525;1234
3033;094012;57
3034;070608;1886
3035;048380;7853
3036;082484;2204
3037;065988;1040
3038;050371;1849
3039;086465;621
3040;079540;4035
3041;087700;0771
3042;093516;0772
3043;104837;0773
3044;101669;1498
3045;105130;1790
3046;113416;9371
3048;083254;7941
3051;149691;1349
3052;120655;832
3053;151137;0047
3054;190641;0228
3055;165773;7692
3056;160620;8561
3057;118150;44953
3060;101605;1663
3061;034862;3485
3062;056197;289
3063;105156;264
3064;119908;8222
3066;066473;1165
3067;095675;203
3068;084855;4226
3070;086856;1379
3071;094027;9154
3072;093565;039
3073;059674;7915
3074;068762;1943
3075;059646;1481
3076;057187;690
3077;164312;0565
3078;165859;7141
3079;178737;0399
3081;162661;668
3082;143145;6643
3083;185125;9
3086;024852;5898
3087;096061;647
3088;042546;1787
3089;040522;156
3090;093509;4276
3091;080979;1953
3093;067411;9005
3094;093512;6371
3095;032551;96
3096;050738;2470
3097;033045;0334
3098;087781;1393
3099;073692;1121
3100;105265;93
3101;093010;0998
3102;089360;2235
3103;100680;6094
3104;095631;013
3105;099077;1005
3106;099291;9820
3107;101393;924
3108;101889;77
3109;088007;8557
3111;087921;3681
3112;090556;4760
3113;146675;946
3114;120363;63
3115;155711;1582
3117;134154;2267
3120;104114;0411
3125;172396;0024
3127;144715;3787
3129;158371;684
3130;099165;586
3132;010040;0801
3134;028950;77
3135;079239;1887
3138;096171;2331
3141;100828;2669
3142;096328;8161
3143;063056;1681
3145;150216;2274
3146;205000;0402
3147;120689;97
3148;124315;715
3150;141974;2739
3152;067328;5188
3153;051337;5515
3155;166485;439
3156;182789;277
3157;164912;0137
3158;162866;0387
3159;120910;9948
3160;175880;34
3161;119079;0237
3162;174204;0116
3163;151568;6435
3165;106455;2213
3167;066892;6492
3168;064276;24
3169;087231;6578
3171;053226;3103
3173;146838;563
3174;125664;850
3175;177789;26
3176;134119;213
3177;195945;0471
3178;174856;0400
3179;145653;0397
3181;120866;2524
3182;192335;8216
3183;174268;6773
3185;120834;0219
3186;172493;558
3189;156812;7908
3190;134983;0384
3192;169302;8233
3194;070903;0236
3196;046359;32
3197;095897;1851
3198;070511;924
3200;070290;4886
3201;065724;6617
3203;097162;0493
3204;077269;6241
3206;086859;2160
3208;107659;644
3210;083929;3342
3211;094924;5119
3213;106364;4919
3214;088707;4040
3217;029606;2692
3219;100318;990
3221;083851;0831
3223;090366;3078
3224;058625;6672
3225;186975;0472
3230;071935;1489
3235;081748;3005
3238;120662;8681
3240;156639;0468
3241;201840;4521
3243;104187;0406
3244;076095;4741
3246;104797;883
3247;105417;005
3248;108147;279
3249;104389;1087
3250;106246;305
3251;088683;4735
3252;105323;475
3253;105793;872
3254;108525;873
3255;104694;1287
3256;105112;869
3257;103855;19
3258;104070;374
3259;104231;1259
3260;104454;293
3261;105415;1068
3262;105665;923
3263;105812;0158
3264;103893;0206
3265;104684;1782
3266;103905;0086
3267;104815;367
3268;105477;876
3269;104291;0326
3270;104040;6562
3271;105046;609
3272;103759;2143
3273;134084;234
3274;105414;605
3275;144117;374
3276;171356;9076
3280;069754;8156
3281;144801;13096
3283;067433;4349
3284;067848;7841
3285;163978;907
3286;184907;5489
3287;220099;5655
3289;209189;6210
3294;074455;0062
3295;107920;2463
3296;062376;5934
3298;181984;4181
3299;162983;0385
3300;134847;787
3301;190138;069
3302;159272;1416
3303;221023;9515
3306;018773;8978
3307;021749;01
3308;087265;5010
3310;012349;0098
3313;084395;3374
3315;043618;27602
3316;184858;155
3317;185014;1004
3323;194368;0682
3324;186045;5166
3325;156841;831
3326;181151;0416
3327;218043;4271
3328;165798;816
3329;094347;9958
3330;055471;8569
3331;085980;193
3334;040506;1016
3338;097372;0423
3341;042276;4481
3342;086969;1296
3344;056875;8172
3345;062793;7855
3347;086005;4280
3350;055353;9478
3353;218112;3642
3354;183523;067
3355;142688;22
3357;181530;8463
3358;101698;2186
3359;078902;0283
3360;091217;693
3361;094812;87
3362;072890;68
3363;069704;38
3364;042208;6958
3365;049730;114
3368;051411;2501
3370;094731;1618
3372;064110;5873
3374;104057;8427
3378;118043;8213
3379;053137;5412
3384;072251;333
3385;090274;9259
3386;102138;20
3387;098645;1718
3388;093148;989
3389;091400;2031
3390;091934;8048
3391;094321;6827
3392;098309;1157
3393;092834;8370
3394;092666;18
3395;093596;1178
3396;079588;1176
3397;082474;4900
3398;087755;1899
3400;108526;8890
3401;088760;9736
3402;090219;23047
3403;081400;4575
3404;046435;6535
3405;051994;0971
3406;043379;3928
3408;195685;62
3409;195714;532
3410;180181;17259
3412;095800;383
3414;048316;3879
3415;072443;396
3417;044517;1570
3418;103074;541
3420;078718;7443
3421;077975;469
3422;091939;7995
3423;096054;6739
3424;097216;25
3425;100168;1823
3426;102175;713
3428;078950;0547
3429;099317;4825
3430;071402;3939
3431;082250;4373
3432;089003;4873
3433;092857;6263
3434;109578;4746
3435;036775;96
3436;101787;079
3438;100758;498
3439;103060;497
3440;108308;499
3441;087985;880
3442;090693;3762
3444;092675;1690
3445;077530;9143
3446;113133;5292
3447;028944;6652
3448;093105;01
3449;095238;04301
3450;107050;1520
3451;061735;879
3452;165929;085
3453;195778;3539
3454;202402;6222
3455;146516;09479
3456;191043;7078
3459;091142;3516
3461;057261;960
3462;027977;082
3466;107091;2187
3467;057163;4748
3468;054997;90
3469;053946;908
3470;071411;764
3471;075860;40
3473;074718;2237
3474;117468;6689
3475;043924;5673
3476;099871;291
3477;112950;3531
3478;093378;6620
3479;089457;26
3480;091445;3346
3481;146882;43
3483;138749;0501
3484;192614;1478
3489;102057;79
3492;017416;5689
3494;065126;7529
3496;095564;18098
3497;085919;793
3498;077928;1327
3499;100157;700
3500;104928;4087
3501;089643;4322
3502;107630;1659
3503;069293;93
3504;074958;0774
3505;093640;0083
3506;079640;9786
3507;063374;1356
3508;075029;0747
3510;186151;0559
3511;217756;0697
3512;122459;621
3513;160797;0479
3514;172632;25709
3515;183503;9721
3516;051406;006
3519;077572;7339
3521;097940;1305
3524;082031;3665
3525;086927;2309
3526;098067;552
3527;093773;06
3528;102713;0333
3529;082934;1027
3531;099014;23757
3534;191754;0468
3535;144084;359
3536;171433;967
3537;149367;1776
3538;166175;0557
3539;236216;7745
3543;083833;3776
3544;102898;6291
3545;068327;0784
3546;056687;0242
3548;051383;6347
3549;048140;825
3550;085701;1654
3551;074860;0518
3552;080487;1977
3553;176783;8041
3554;199725;4736
3555;141926;536
3556;159097;443
3557;104549;0424
3559;044837;8971
3563;132910;456
3564;158622;89
3565;198021;0564
3566;189584;5723
3567;180837;9600
3568;162348;25537
3569;154421;52
3571;220100;6234
3572;106521;9283
3573;112634;5460
3574;115834;5667
3576;093185;2476
3577;096324;241
3578;172495;8
3580;153464;7724
3581;188674;1129
3584;085276;058
3586;080913;2159
3587;080923;6395
3590;071772;8925
3591;085970;3105
3592;084315;2501
3593;185183;491
3594;210616;0560
3596;156323;9419
3597;174336;3531
3598;171359;0688
3599;037514;7889
3604;056048;9391
3606;041716;1516
3608;089791;683
3609;181786;13279
3614;104438;2518
3615;130623;0567
3616;217630;0642
3617;215129;285
3618;196216;0569
3619;080881;1879
3622;066495;4918
3623;120755;55
3624;184894;584
3625;207998;7295
3626;154443;1332
3627;055830;6093
3628;034742;9372
3629;015864;62
3632;039631;0588
3633;064757;68
3634;058576;3518
3635;076752;91
3637;089960;4018
3638;079574;98
3639;071807;82
3640;050598;8973
3641;014624;8974
3643;036824;2994
3646;208003;600
3648;050095;8006
3649;080365;768
3652;081318;4920
3653;060371;1
3654;054953;0911
3655;070130;0102
3658;062168;6912
3660;098143;6953
3661;100438;6954
3662;102728;6956
3663;107899;6957
3664;110916;6958
3667;095977;0287
3668;063518;003
3669;105466;3939
3671;071230;1072
3672;071206;3069
3673;092638;1299
3674;076044;8802
3675;047673;3368
3676;074486;85
3677;103767;4002
3678;048347;41
3679;082252;1137
3680;094980;6724
3681;059578;38
3682;070355;0648
3683;086979;1368
3684;097322;0875
3685;089841;075
3686;099582;551
3687;095525;2500
3688;084522;0246
3689;086129;9698
3690;089826;3919
3691;086143;8835
3692;090849;6554
3693;090190;5239
3694;098503;8165
3695;098502;8169
3696;091630;5762
3697;100403;69
3698;093894;65
3699;088172;663
3700;087004;6889
3701;094631;0128
3702;079501;659
3703;082694;810
3704;089530;355
3705;099141;727
3706;092563;35
3707;091635;0068
3708;087262;1495
3709;105428;1428
3710;094612;0117
3711;105316;5936
3712;102951;5562
3713;100046;1763
3714;094882;3079
3715;092710;8921
3716;093011;5463
3717;187078;679
3719;182295;1333
3720;145503;7771
3723;099726;0264
3724;077362;1657
3725;082009;9204
3726;074156;7814
3727;093605;1879
3728;102592;1128
3729;067741;82
3730;071360;92
3731;082220;1593
3732;077588;2611
3733;070509;4328
3735;070666;040
3736;043338;5364
3737;056195;3002
3738;072226;121
3739;023622;95
3740;090728;978
3741;069762;133
3742;015648;43
3743;204175;0571
3744;162650;79
3745;120913;450
3746;188030;1023
3747;186253;5636
3751;120630;443
3752;183505;123
3753;187393;024
3754;131704;7711
3755;177971;133
3756;200669;9946
3758;097100;8774
3760;076257;1598
3761;106469;702
3763;089118;873
3764;101846;6820
3765;099797;4864
3766;087727;5379
3767;089604;2764
3768;094792;7352
3769;072288;348
3770;087175;4099
3771;071569;7897
3773;099800;6094
3774;102065;6096
3783;159382;2706
3784;219854;244
3785;175142;247
3786;179116;0770
3787;215369;050
3788;060176;052
3789;059575;0540
3790;212974;3655
3791;087277;788
3792;038499;2275
3793;120903;6657
3794;200530;4490
3795;168794;7585
3797;163676;6047
3798;161081;655
3799;210234;2599
3801;052561;3
3802;104299;278
3806;064615;8118
3807;076716;1940
3808;054749;4167
3809;103241;0276
3810;105813;9380
3811;080310;3783
3812;068555;1624
3813;077742;5867
3814;073312;1686
3816;089276;9263
3819;092048;1830
3821;144528;2107
3822;144201;0401
3823;171865;2640
3824;174480;0641
3825;200550;282
3826;164052;383
3827;186566;551
3830;206226;7723
3831;195234;360
3832;057603;8043
3833;052646;3468
3834;080472;1866
3835;106627;3408
3836;065938;1589
3837;095863;5158
3838;110823;6139
3839;138703;6146
3840;095925;6515
3841;099005;1856
3843;086320;3567
3844;098384;0860
3845;049189;420
3846;085470;8391
3847;071650;0850
3849;038975;7452
3851;251739;8548
3852;234853;0438
3855;204709;6991
3857;163983;0391
3858;173716;4195
3859;233687;5665
3861;191397;0393
3862;199314;8168
3863;209958;843
3864;188640;0643
3865;236388;3618
3868;095705;7136
3869;102510;7137
3870;032881;3283
3871;046303;110
3872;053318;4698
3873;059017;1694
3877;088206;651
3879;160009;1398
3882;204946;588
3884;198386;9150
3888;209322;1282
3889;144964;2211
3893;171580;0480
3894;190798;0713
3895;204626;0685
3896;202677;619
3897;181875;86
3898;211938;4805
3899;191037;1179
3900;197384;6119
3901;134630;8074
3906;164212;0562
3908;192731;2212
3909;206420;4629
3910;168629;6
3911;218839;3785
3912;210567;4299
3914;222850;2597
3915;210075;9348
3916;210945;0637
3917;093177;003
3918;095294;064
3919;104409;1569
3920;107209;0434
3922;057887;9113
3925;088184;69
3926;055608;160
3927;060397;161
3928;040068;073
3929;032234;11
3930;046876;0973
3932;024184;0787
3933;052969;3109
3937;088024;507
3938;084695;7475
3939;093996;7764
3940;100639;7767
3941;091990;0760
3942;100663;0446
3943;215545;4664
3945;259974;0455
3946;208988;0461
3947;067128;485
3948;212338;597
3949;180093;41
3950;170691;0687
3951;202641;3956
3952;208874;521
3953;205271;0763
3955;213790;6888
3957;066832;1142
3958;075754;8140
3959;054387;134
3962;093091;8605
3963;058708;2797
3964;041094;3465
3965;038988;7033
3966;037638;0367
3967;249462;1
3968;230030;636
3969;223897;0647
3971;081376;3762
3972;111512;2207
3973;229260;1531
3974;192255;4100
3977;160127;327
3978;146984;958
3979;185431;678
3980;203019;1978
3981;199753;870
3983;203230;4295
3984;066995;81
3985;074452;1372
3986;216216;452
3987;186894;0862
3988;170016;871
3989;230591;4045
3990;213203;6340
3991;211181;0481
3992;213847;0867
3993;180073;0876
3994;217869;741
3996;190332;46
3997;190374;1849
3998;228750;1983
3999;190865;1678
4000;086993;669
4002;093748;609
4003;096094;2714
4005;093428;08
4006;092106;857
4007;094291;0673
4008;096969;604
4009;096219;0132
4010;088850;1064
4011;208092;07
4012;095927;0820
4014;241303;92
4015;242423;859
4016;120917;1688
4017;183659;2509
4018;207201;981
4019;181536;11
4020;219699;046
4021;247196;001
4022;162222;358
4023;218967;994
4024;200720;5520
4025;212346;493
4027;190590;34
4029;120202;1991
4030;219653;0577
4031;149624;1355
4032;218182;9122
4033;146309;1973
4034;181865;900
4035;218378;4853
4036;189998;0873
4037;093223;6719
4039;083564;5739
4040;101757;5413
4041;084434;623
4042;053580;1209
4043;090670;3715
4046;049233;3258
4047;107007;0655
4051;056600;
4052;218817;989
4053;238948;8828
4054;206275;816
4055;194218;0637
4056;237572;955
4061;102388;7474
4062;095690;1191
4063;105165;613
4064;069897;2021
4065;071517;2048
4066;095348;7006
4067;108451;6333
4068;186589;6723
4069;209475;018
4074;234805;0499
4077;216800;7943
4078;092545;4340
4079;092546;709
4080;092605;1215
4081;092608;6477
4082;092618;0937
4083;092641;639
4084;092644;6
4085;086960;0
4086;092654;1028
4089;092690;9324
4090;092695;9933
4091;092718;2919
4092;092746;5785
4093;092783;1701
4102;092948;7159
4103;092965;0110
4104;092974;8935
4105;083907;64
4109;093036;5658
4110;093044;918
4111;093073;8368
4113;093093;2780
4115;093186;6156
4116;093200;4101
4117;093209;2054
4121;093260;614
4123;093278;2704
4124;093300;80
4125;093405;4828
4126;093407;3703
4127;093418;6914
4128;093437;547
4129;093467;2010
4130;093476;608
4131;093477;2058
4132;093493;0019
4133;093507;1649
4135;093560;3509
4138;093589;1521
4139;093638;4379
4141;192111;4940
4142;190524;7302
4143;242998;0984
4144;118694;43
4146;120753;18
4147;250478;2806
4148;212985;740
4149;239948;0878
4152;190861;093
4153;231775;6300
4154;265632;9405
4155;230838;921
4156;177650;4412
4157;249893;1620
4158;166276;3685
4159;233142;2138
4160;191636;8217
4161;236493;073
4164;182000;5208
4166;251031;9513
4167;179626;749
4168;192071;0050
4171;236447;5682
4174;099073;302
4175;116447;2686
4178;031742;1802
4180;091836;9492
4181;096223;5447
4184;039190;9490
4187;057251;8805
4189;059245;428
4190;053793;2013
4191;060086;5598
4193;113026;2127
4194;037800;6137
4195;066740;7965
4197;079781;3250
4198;080421;4460
4200;101764;594
4202;068617;986
4203;102005;453
4204;085868;3676
4205;100140;587
4207;100232;2773
4210;091474;1454
4211;100486;8718
4212;077413;192
4214;088000;4052
4215;093857;6889
4217;118540;6580
4218;091860;1309
4219;089208;6263
4220;071771;985
4221;102517;0704
4223;215750;53
4224;242445;0877
4225;205873;257
4226;209144;7
4228;125022;0833
4229;239949;0309
4231;244970;2658
4232;227538;0054
4233;246989;0646
4234;236784;575
4235;245712;5
4236;206187;5075
4237;247380;4379
4238;164334;043
4239;221027;133
4240;189192;6715
4241;266860;0991
4242;221889;5940
4243;268200;6791
4246;243155;34
4247;245686;0956
4248;236348;9366
4251;221073;519
4252;255094;3898
4254;231402;290
4255;240515;3166
4256;240402;2590
4259;211492;2654
4260;199129;0282
4262;086250;11
4263;055895;2488
4265;132245;0477
4267;203755;144
4268;141907;4113
4270;209163;734
4273;240913;973
4275;085811;49
4276;089504;7223
4278;025913;9266
4280;084917;1307
4282;064940;1163
4284;060429;8691
4285;101912;784
4289;080539;1936
4290;101902;5221
4291;080319;9494
4292;079638;0842
4293;090098;9357
4294;045464;3743
4296;066011;062
4297;093713;1174
4298;048021;34
4299;183790;476
4300;212826;7691
4304;256408;4268
4305;225071;852
4306;126029;08
4307;206742;9453
4308;203009;24
4310;213149;76
4312;210727;6813
4313;206917;9572
4316;077716;0541
4317;102343;6255
4321;101587;406
4322;095082;3554
4323;052902;7664
4325;054130;1050
4326;095647;632
4327;054047;66
4329;053221;01
4333;094142;1896
4334;244316;5538
4337;060934;923
4338;041996;5497
4339;059885;1876
4340;255798;1090
4342;212815;1056
4343;251075;397
4344;244244;705
4345;254099;6475
4347;234288;9937
4349;065528;0364
4350;116344;2458
4351;102685;089
4353;086508;967
4354;105699;7494
4355;092272;7465
4356;045810;59
4357;045891;0297
4359;048605;0653
4361;084805;576
4366;230011;0865
4367;146316;995
4368;240462;0808
4369;232500;799
4370;212720;44
4371;255819;6161
4372;250224;0691
4373;258038;0615
4374;212517;7596
4378;203119;1826
4380;203632;301
4381;243493;1444
4383;228786;0670
4384;246765;5551
4386;239395;0992
4387;271027;140
4388;257106;248
4389;245238;7612
4390;249380;134
4392;099012;217
4393;094663;2478
4394;058953;6483
4395;052216;4382
4396;082136;1286
4397;087032;1950
4399;058249;6245
4402;059124;6573
4403;053925;3439
4404;016847;0728
4406;056217;1697
4407;091886;106
4408;093940;2477
4409;105378;9200
4410;091983;1300
4412;069372;8650
4419;047811;3316
4420;046754;4689
4422;069467;0238
4424;065777;789
4426;048261;8030
4427;063227;8988
4428;055184;1536
4429;049513;0339
4432;051036;76
4433;049966;9605
4434;059095;5632
4436;074991;780
4437;076786;1906
4438;068767;1713
4439;082176;589
4440;067824;2481
4441;077594;3333
4442;089461;3938
4443;082869;0540
4444;068935;462
4445;163862;2623
4446;173840;114
4447;250494;835
4448;227445;1371
4449;262210;8248
4450;242193;517
4451;273300;5985
4452;227005;5745
4453;245280;4977
4454;188913;6107
4458;109049;3794
4459;130445;3795
4462;094593;8965
4463;094594;7817
4464;094606;1052
4465;094608;0868
4466;094602;395
4467;096764;4506
4470;094675;
4471;094678;6044
4473;094712;4911
4474;094715;5592
4475;094716;5267
4476;094739;2710
4477;094744;0502
4478;094746;9382
4480;094761;599
4482;094799;7170
4483;094824;8509
4484;094828;10428
4487;094889;520
4488;094894;0126
4489;094898;602
4490;094910;3752
4492;090887;980
4495;094921;7397
4496;094933;748
4497;094961;0095
4498;094963;0651
4499;095031;0141
4500;092929;7362
4502;095107;6386
4504;095145;5884
4505;095169;6355
4506;095174;0675
4508;095243;0130
4509;095253;617
